cluster,count
4,2565
-1,829
19,722
32,715
8,516
20,263
15,206
29,202
12,202
7,194
38,192
10,166
18,158
34,157
13,152
9,136
33,119
16,111
43,104
41,88
1,87
47,85
21,71
2,69
0,66
24,66
37,63
44,62
5,61
31,58
40,57
39,52
14,51
28,50
46,46
17,41
11,41
27,40
36,36
25,34
22,28
42,27
23,27
26,24
45,24
35,22
30,22
3,21
6,20
