cluster,count
3,537
25,512
4,497
28,485
31,484
5,480
18,426
6,407
16,397
22,355
10,337
37,325
1,269
32,254
8,239
30,216
9,191
14,191
15,187
36,182
11,180
2,156
27,156
39,150
20,150
17,131
12,126
7,122
38,121
13,109
19,106
33,106
21,95
26,93
24,83
35,76
0,64
34,61
29,52
23,40
