cluster,count
0,563
17,562
25,562
36,560
10,549
15,542
24,472
30,461
21,393
9,325
34,304
3,301
6,269
27,248
5,230
26,229
12,216
7,209
28,188
33,185
11,184
8,169
4,167
35,162
14,149
32,131
2,109
16,104
23,100
13,92
29,80
22,64
19,64
31,57
1,53
18,52
20,43
