cluster,count
8,665
3,313
4,286
17,274
6,240
1,239
15,226
40,220
67,220
55,213
34,204
61,201
43,196
28,193
56,187
24,179
41,174
49,174
23,169
13,168
58,166
29,159
10,158
36,154
5,152
54,148
38,135
7,131
39,131
2,126
16,126
66,123
27,122
21,119
11,119
60,114
30,112
65,110
59,109
52,108
51,100
25,97
44,90
37,85
57,82
14,79
35,78
63,78
50,71
18,71
42,70
33,70
47,69
0,63
20,62
22,60
31,59
19,57
26,53
45,52
62,52
12,47
68,43
9,42
48,40
32,37
46,34
64,30
53,14
