cluster,count
9,611
18,596
2,583
23,574
34,537
8,435
17,426
5,407
3,397
1,361
6,337
26,325
0,285
16,252
37,249
14,248
15,235
11,206
29,188
13,184
20,156
33,151
19,131
30,129
7,126
12,121
21,117
10,109
4,109
25,103
28,95
24,93
31,91
27,52
22,40
36,37
35,32
32,20
